Source Code,Source Name,Source Coding Scheme,Source Coding Scheme Version,Source Coding Scheme Namespace,Association Name,REL,Map Rank,Target Code,Target Name,Target Coding Scheme,Target Coding Scheme Version,Target Coding Scheme Namespace
"CDR0000690031","carbon C 13 dextromethorphan","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95199","Carbon C-13 Dextromethorphan","NCI","17.01e","NCI"
"CDR0000690032","sodium bicarbonate/potassium bicarbonate/anhydrous citric acid","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95200","Sodium Bicarbonate/Potassium Bicarbonate/Anhydrous Citric Acid","NCI","17.01e","NCI"
"CDR0000690307","fluorescence angiography","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C116569","Fluorescence Angiography","NCI","17.01e","NCI"
"CDR0000690308","rubidium Rb-82","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C87414","Rubidium Rb-82","NCI","17.01e","NCI"
"CDR0000690309","butylscopolamine bromide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C65277","Butylscopolamine Bromide","NCI","17.01e","NCI"
"CDR0000690309","butylscopolamine bromide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C83571","Butylscopolamine","NCI","17.01e","NCI"
"CDR0000690473","PARP inhibitor AZD2461","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95201","PARP Inhibitor AZD2461","NCI","17.01e","NCI"
"CDR0000690474","anti-ANG2 monoclonal antibody MEDI-3617","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95704","Anti-ANG2 Monoclonal Antibody MEDI-3617","NCI","17.01e","NCI"
"CDR0000690742","angiogenesis/heparanase inhibitor PG545","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95202","Angiogenesis/Heparanase Inhibitor PG545","NCI","17.01e","NCI"
"CDR0000690749","SVN53-67/M57-KLH peptide vaccine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95705","SVN53-67/M57-KLH Peptide Vaccine","NCI","17.01e","NCI"
"CDR0000690935","c-Met inhibitor AMG 337","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95203","c-Met Inhibitor AMG 337","NCI","17.01e","NCI"
"CDR0000690937","ozarelix","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95214","Ozarelix","NCI","17.01e","NCI"
"CDR0000690943","VEGFR2-targeted contrast agent BR55","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95204","VEGFR2-targeted Contrast Agent BR55","NCI","17.01e","NCI"
"CDR0000690967","ubidecarenone injectable nanosuspension","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C118621","Ubidecarenone Injectable Nanosuspension","NCI","17.01e","NCI"
"CDR0000691014","technetium Tc-99m sodium pertechnetate","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C87407","Technetium Tc-99m Sodium Pertechnetate","NCI","17.01e","NCI"
"CDR0000691015","technetium Tc 99m DTPA","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95205","Technetium Tc-99m DTPA","NCI","17.01e","NCI"
"CDR0000691022","antibiotic SQ109","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95706","Antibiotic SQ109","NCI","17.01e","NCI"
"CDR0000691187","anti-EGFR monoclonal antibody ABT-806","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95206","Depatuxizumab","NCI","17.01e","NCI"
"CDR0000691337","diflunisal","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C47489","Diflunisal","NCI","17.01e","NCI"
"CDR0000691443","HLA-A*2402-restricted VEGFR1/2 multipeptide vaccine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95211","HLA-A*2402-Restricted VEGFR1/2 Multipeptide Vaccine","NCI","17.01e","NCI"
"CDR0000691486","triazine derivative TriN2755","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95208","Triazene Derivative TriN2755","NCI","17.01e","NCI"
"CDR0000691526","anti-IL-1 alpha monoclonal antibody CA-18C3","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95708","Anti-IL-1 alpha Monoclonal Antibody CA-18C3","NCI","17.01e","NCI"
"CDR0000691684","guadecitabine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95209","Guadecitabine","NCI","17.01e","NCI"
"CDR0000691686","technetium Tc 99m MIP 1404","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C116887","Technetium Tc 99m Trofolastat","NCI","17.01e","NCI"
"CDR0000691761","multiple sclerosis","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C3243","Multiple Sclerosis","NCI","17.01e","NCI"
"CDR0000691765","TKM-080301","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C116889","Lipid Encapsulated Anti-PLK1 siRNA TKM-PLK1","NCI","17.01e","NCI"
"CDR0000691802","prohibitin-targeting peptide 1","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95709","Prohibitin-Targeting Peptide 1","NCI","17.01e","NCI"
"CDR0000691834","norepinephrine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C62098","Norepinephrine, DL-","NCI","17.01e","NCI"
"CDR0000691842","erythema measurement","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C116568","Erythema Measurement","NCI","17.01e","NCI"
"CDR0000691979","clevudine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95210","Clevudine","NCI","17.01e","NCI"
"CDR0000691982","MELITAC 12.1 peptide vaccine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95741","MELITAC 12.1 Peptide Vaccine","NCI","17.01e","NCI"
"CDR0000691987","sulforaphane","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1424","Sulforaphane","NCI","17.01e","NCI"
"CDR0000692088","allogeneic renal cell carcinoma vaccine MGN1601","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95213","Allogeneic Renal Cell Carcinoma Vaccine MGN1601","NCI","17.01e","NCI"
"CDR0000692169","narrow band imaging","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C116496","Narrow Band Imaging","NCI","17.01e","NCI"
"CDR0000692206","diffuse optical imaging","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C116446","Diffuse Optical Tomography","NCI","17.01e","NCI"
"CDR0000692206","diffuse optical imaging","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C116486","Diffuse Optical Imaging","NCI","17.01e","NCI"
"CDR0000692265","iodine I 124 cRGDY PEG dots","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C128132","Iodine I 124-cRGDY-PEG-C Dots","NCI","17.01e","NCI"
"CDR0000692284","URLC10-CDCA1-KOC1 multipeptide vaccine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95212","URLC10-CDCA1-KOC1 Multipeptide Vaccine","NCI","17.01e","NCI"
"CDR0000692470","vigabatrin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C87611","Vigabatrin","NCI","17.01e","NCI"
"CDR0000692472","condyloma acuminatum","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2960","Condyloma Acuminatum","NCI","17.01e","NCI"
"CDR0000692473","bone Paget disease","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C3292","Bone Paget Disease","NCI","17.01e","NCI"
"CDR0000692573","circulating tumor cell analysis","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C116554","Circulating Tumor Cell Analysis","NCI","17.01e","NCI"
"CDR0000692698","proflavine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C77055","Proflavine","NCI","17.01e","NCI"
"CDR0000692725","iodine I 124-labeled HSP90 inhibitor PUH71","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95711","Iodine I 124-labeled Hsp90 Inhibitor PUH71","NCI","17.01e","NCI"
"CDR0000692828","labetuzumab-SN-38 immunoconjugate IMMU-130","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95710","Labetuzumab-SN-38 Immunoconjugate IMMU-130","NCI","17.01e","NCI"
"CDR0000693187","high-resolution microendoscopy","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C116480","High-Resolution Microendoscopy","NCI","17.01e","NCI"
"CDR0000693224","nesvacumab","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95712","Nesvacumab","NCI","17.01e","NCI"
"CDR0000693322","autologous CD8-positive PBL sensitized to Drosophila cell-presented melanoma peptides","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95715","Autologous CD8 Positive PBL Sensitized to Drosophila Cell-Presented Melanoma Peptides","NCI","17.01e","NCI"
"CDR0000693335","Z-endoxifen hydrochloride","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95713","Z-Endoxifen Hydrochloride","NCI","17.01e","NCI"
"CDR0000693407","timolol maleate gel forming solution","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95714","Timolol Maleate Gel Forming Solution","NCI","17.01e","NCI"
"CDR0000693416","MAGE-A3/12-specific T cell receptor gene-transduced autologous peripheral blood lymphocytes","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C116862","MAGE-A3/12-specific TCR Gene-transduced Autologous PBLs","NCI","17.01e","NCI"
"CDR0000693517","CYL-02 plasmid DNA","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95716","CYL-02 Plasmid DNA","NCI","17.01e","NCI"
"CDR0000693946","tarextumab","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95719","Tarextumab","NCI","17.01e","NCI"
"CDR0000694226","ERa36 modulator icaritin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95720","ERa36 Modulator Icaritin","NCI","17.01e","NCI"
"CDR0000694263","ethosuximide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C47523","Ethosuximide","NCI","17.01e","NCI"
"CDR0000694265","anti-HB-EGF monoclonal antibody KHK2866","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95721","Anti-HB-EGF Monoclonal Antibody KHK2866","NCI","17.01e","NCI"
"CDR0000694292","MUC1-targeted peptide GO-2-03-2C","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95722","MUC1-targeted Peptide GO-203-2C","NCI","17.01e","NCI"
"CDR0000694436","PI3K inhibitor ZSTK474","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95723","PI3K Inhibitor ZSTK474","NCI","17.01e","NCI"
"CDR0000694483","MTF-1 inhibitor APTO-253 HCl","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95724","MTF-1 Inhibitor APTO-253 HCl","NCI","17.01e","NCI"
"CDR0000694530","carbon C 11 N-desmethyl-loperamide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95725","Carbon C 11 N-desmethyl-Loperamide","NCI","17.01e","NCI"
"CDR0000694576","DSTP3086S","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C116748","Vandortuzumab Vedotin","NCI","17.01e","NCI"
"CDR0000694582","metoprolol","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C61845","Metoprolol","NCI","17.01e","NCI"
"CDR0000694584","ULvWF multimer-targeting agent ARC1779","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95742","ULvWF Multimer-targeting Agent ARC1779","NCI","17.01e","NCI"
"CDR0000694585","thrombotic thrombocytopenic purpura","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C78797","Thrombotic Thrombocytopenic Purpura","NCI","17.01e","NCI"
"CDR0000694589","ceritinib","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C115112","Ceritinib","NCI","17.01e","NCI"
"CDR0000694590","lucitanib","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95726","Lucitanib","NCI","17.01e","NCI"
"CDR0000694592","ALK Inhibitor ASP3026","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C116727","ALK Inhibitor ASP3026","NCI","17.01e","NCI"
"CDR0000694619","pUMVC3-hIGFBP-2 multi-epitope plasmid DNA vaccine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95727","pUMVC3-hIGFBP-2 Multi-Epitope Plasmid DNA Vaccine","NCI","17.01e","NCI"
"CDR0000694640","anti-CEA BiTE monoclonal antibody AMG211","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95728","Anti-CEA BiTE Monoclonal Antibody AMG211","NCI","17.01e","NCI"
"CDR0000694732","merestinib","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95729","Merestinib","NCI","17.01e","NCI"
"CDR0000694843","mucoadhesive oral wound rinse","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95730","Mucoadhesive Oral Wound Rinse","NCI","17.01e","NCI"
"CDR0000694847","mosapride","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C66204","Mosapride","NCI","17.01e","NCI"
"CDR0000694943","Dakin's solution","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C28970","Dakins Solution","NCI","17.01e","NCI"
"CDR0000694951","Antrodia cinnamomea supplement","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95731","Antrodia cinnamomea Supplement","NCI","17.01e","NCI"
"CDR0000694952","anti-c-MET monoclonal antibody LY2875358","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95732","Anti-c-MET Monoclonal Antibody LY2875358","NCI","17.01e","NCI"
"CDR0000694964","talazoparib","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95733","Talazoparib","NCI","17.01e","NCI"
"CDR0000694996","Hsp90 inhibitor DS-2248","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C116851","Hsp90 Inhibitor DS-2248","NCI","17.01e","NCI"
"CDR0000695020","multiparametric magnetic resonance imaging","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C116458","Multiparametric Magnetic Resonance Imaging","NCI","17.01e","NCI"
"CDR0000695064","anti-VEGFR3 monoclonal antibody IMC-3C5","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95734","Anti-VEGFR3 Monoclonal Antibody IMC-3C5","NCI","17.01e","NCI"
"CDR0000695244","herbal polysaccharide saliva substitute","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95735","Herbal Polysaccharide Saliva Substitute","NCI","17.01e","NCI"
"CDR0000695315","anti-HBEGF monoclonal antibody U3-1565","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95736","Anti-HBEGF Monoclonal Antibody U3-1565","NCI","17.01e","NCI"
"CDR0000695317","polatuzumab vedotin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C104153","Polatuzumab Vedotin","NCI","17.01e","NCI"
"CDR0000695343","epidemiologic study","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C15721","Epidemiology Research","NCI","17.01e","NCI"
"CDR0000695346","environmental carcinogenesis study","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C18057","Environmental Carcinogenesis","NCI","17.01e","NCI"
"CDR0000695416","azithromycin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C28844","Azithromycin","NCI","17.01e","NCI"
"CDR0000695647","hyaluronic acid","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C549","Hyaluronic Acid","NCI","17.01e","NCI"
"CDR0000695660","GS/pan-Notch inhibitor BMS-906024","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C116872","GS/pan-Notch Inhibitor BMS-906024","NCI","17.01e","NCI"
"CDR0000695789","pembrolizumab","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C106432","Pembrolizumab","NCI","17.01e","NCI"
"CDR0000695816","taselisib","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C116876","Taselisib","NCI","17.01e","NCI"
"CDR0000695817","VEGFR/PDGFR dual kinase inhibitor X-82","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95896","VEGFR/PDGFR Dual Kinase Inhibitor X-82","NCI","17.01e","NCI"
"CDR0000695895","anti-CD37 monoclonal antibody BI 836826","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C122833","Anti-CD37 Monoclonal Antibody BI 836826","NCI","17.01e","NCI"
"CDR0000695985","carbon C 11 alpha-methyltryptophan","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95887","Carbon C 11 Alpha-methyltryptophan","NCI","17.01e","NCI"
"CDR0000696037","stage IIIA penile cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C88104","Stage IIIa Penile Cancer","NCI","17.01e","NCI"
"CDR0000696039","stage IIIB penile cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C88105","Stage IIIb Penile Cancer","NCI","17.01e","NCI"
"CDR0000696078","stage IVA salivary gland cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C35694","Stage IVA Major Salivary Gland Carcinoma","NCI","17.01e","NCI"
"CDR0000696079","stage IVB salivary gland cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C35695","Stage IVB Major Salivary Gland Carcinoma","NCI","17.01e","NCI"
"CDR0000696080","stage IVC salivary gland cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C35696","Stage IVC Major Salivary Gland Carcinoma","NCI","17.01e","NCI"
"CDR0000696142","stage IVA squamous cell carcinoma of the paranasal sinus and nasal cavity","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C115074","Stage IVA Nasal Cavity and Paranasal Sinus Squamous Cell Carcinoma","NCI","17.01e","NCI"
"CDR0000696143","stage IVC squamous cell carcinoma of the paranasal sinus and nasal cavity","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C115076","Stage IVC Nasal Cavity and Paranasal Sinus Squamous Cell Carcinoma","NCI","17.01e","NCI"
"CDR0000696145","stage IVB squamous cell carcinoma of the paranasal sinus and nasal cavity","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C115075","Stage IVB Nasal Cavity and Paranasal Sinus Squamous Cell Carcinoma","NCI","17.01e","NCI"
"CDR0000696184","DNA minor groove binding agent PM060184","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95888","DNA Minor Groove Binding Agent PM060184","NCI","17.01e","NCI"
"CDR0000696291","preimplantation factor PIF-1","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95890","Preimplantation Factor PIF-1","NCI","17.01e","NCI"
"CDR0000696292","PI3K-delta inhibitor AMG 319","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95891","PI3K-delta Inhibitor AMG 319","NCI","17.01e","NCI"
"CDR0000696293","PSMA-targeted docetaxel nanoparticles BIND-014","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95892","PSMA-targeted Docetaxel Nanoparticles BIND-014","NCI","17.01e","NCI"
"CDR0000696304","maraviroc","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C73144","Maraviroc","NCI","17.01e","NCI"
"CDR0000696306","fosbretabulin tromethamine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C82378","Fosbretabulin","NCI","17.01e","NCI"
"CDR0000696306","fosbretabulin tromethamine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C83721","Fosbretabulin Tromethamine","NCI","17.01e","NCI"
"CDR0000696431","G-quadruplex stabilizer BMVC","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95893","G-Quadruplex Stabilizer BMVC","NCI","17.01e","NCI"
"CDR0000696436","CBP/beta-catenin antagonist PRI-724","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95894","CBP/beta-catenin Antagonist PRI-724","NCI","17.01e","NCI"
"CDR0000696512","diclofenac epolamine patch","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C123266","Diclofenac Epolamine Patch","NCI","17.01e","NCI"
"CDR0000696523","nutraceutical TBL-12","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96036","Nutraceutical TBL-12","NCI","17.01e","NCI"
"CDR0000696555","paclitaxel injection concentrate for nanodispersion","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96037","Paclitaxel Injection Concentrate for Nanodispersion","NCI","17.01e","NCI"
"CDR0000696572","HER2-targeted liposomal doxorubicin hydrochloride MM-302","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96038","HER2-targeted Liposomal Doxorubicin Hydrochloride MM-302","NCI","17.01e","NCI"
"CDR0000696645","anti-OX40 monoclonal antibody","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96040","Anti-OX40 Monoclonal Antibody","NCI","17.01e","NCI"
"CDR0000696781","4-1BB agonist monoclonal antibody PF-05082566","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C116619","Utomilumab","NCI","17.01e","NCI"
"CDR0000697136","Melan-A/MAGE-3.DP4 peptide vaccine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96041","Melan-A/MAGE-3.DP4 Peptide Vaccine","NCI","17.01e","NCI"
"CDR0000697137","NA-17/MAGE-3.A2/NY-ESO-1 peptide vaccine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96042","NA-17/MAGE-3.A2/NY-ESO-1 Peptide Vaccine","NCI","17.01e","NCI"
"CDR0000697140","adenovirus encoding E.coli PNP","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96221","Adenovirus-Encoding E.coli PNP","NCI","17.01e","NCI"
"CDR0000697328","anti-SEMA4D monoclonal antibody VX15/2503","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96222","Anti-SEMA4D Monoclonal Antibody VX15/2503","NCI","17.01e","NCI"
"CDR0000697397","integrin receptor antagonist GLPG0187","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96223","Integrin Receptor Antagonist GLPG0187","NCI","17.01e","NCI"
"CDR0000697524","CD30 CAR-expressing autologous T lymphocytes","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C116738","CD30 CAR-expressing Autologous T Lymphocytes","NCI","17.01e","NCI"
"CDR0000697525","cFMS tyrosine kinase inhibitor ARRY-382","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96227","cFMS Tyrosine Kinase Inhibitor ARRY-382","NCI","17.01e","NCI"
"CDR0000697624","parvovirus H-1","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96229","Parvovirus H-1","NCI","17.01e","NCI"
"CDR0000697625","muscadine grape skin extract","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96231","Muscadine Grape Skin Extract","NCI","17.01e","NCI"
"CDR0000697680","IGF ligand neutralizing antibody BI 836845","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C106118","IGF Ligand Neutralizing Antibody BI 836845","NCI","17.01e","NCI"
"CDR0000697727","contrast-enhanced harmonic endoscopic ultrasound","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C116502","Contrast-Enhanced Harmonic Endoscopic Ultrasound","NCI","17.01e","NCI"
"CDR0000697835","NG-nitro-L-arginine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96232","NG-nitro-L-arginine","NCI","17.01e","NCI"
"CDR0000697873","dexpanthenol mouthwash","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96233","Dexpanthenol Mouthwash","NCI","17.01e","NCI"
"CDR0000697880","fluorine F 18 DCFBC","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96234","Fluorine F 18 DCFBC","NCI","17.01e","NCI"
"CDR0000697945","fluorine F 18 fluoro-PEG6-IPQA","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96235","Fluorine F 18 Fluoro-PEG6-IPQA","NCI","17.01e","NCI"
"CDR0000698007","18-F-fluoroacetate","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96236","18-F-fluoroacetate","NCI","17.01e","NCI"
"CDR0000698116","netazepide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C87692","Netazepide","NCI","17.01e","NCI"
"CDR0000698126","telavancin hydrochloride","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C87636","Telavancin Hydrochloride","NCI","17.01e","NCI"
"CDR0000698253","robot-assisted endoscopic surgery","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C116508","Robot-Assisted Endoscopic Surgery","NCI","17.01e","NCI"
"CDR0000698263","topical piperidine nitroxide MTS-01","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96428","Topical Piperidine Nitroxide MTS-01","NCI","17.01e","NCI"
"CDR0000698309","lubiprostone","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C66040","Lubiprostone","NCI","17.01e","NCI"
"CDR0000698315","MEK/Aurora kinase dual inhibitor BI 847325","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C106126","MEK/Aurora Kinase Inhibitor BI 847325","NCI","17.01e","NCI"
"CDR0000698351","napabucasin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96429","Napabucasin","NCI","17.01e","NCI"
"CDR0000698353","anti-TF monoclonal antibody ALT-836","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96430","Anti-TF Monoclonal Antibody ALT-836","NCI","17.01e","NCI"
"CDR0000698408","ricolinostat","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96431","Ricolinostat","NCI","17.01e","NCI"
"CDR0000698431","estrogen receptor agonist GTx-758","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96432","Estrogen Receptor Agonist GTx-758","NCI","17.01e","NCI"
"CDR0000698675","venetoclax","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C103147","Venetoclax","NCI","17.01e","NCI"
"CDR0000698988","stage IV fallopian tube cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C8963","Stage IV Fallopian Tube Cancer","NCI","17.01e","NCI"
"CDR0000698990","stage IA fallopian tube cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C6269","Stage IA Fallopian Tube Cancer","NCI","17.01e","NCI"
"CDR0000698991","stage I fallopian tube cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C8720","Stage I Fallopian Tube Cancer","NCI","17.01e","NCI"
"CDR0000698992","muscarinic agonist APD515","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96734","Muscarinic Agonist APD515","NCI","17.01e","NCI"
"CDR0000698993","recombinant B. pertussis adenylate cyclase toxin-tyrosinase A2 epitope vaccine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96735","Recombinant B. pertussis Adenylate Cyclase Toxin-Tyrosinase A2 Epitope Vaccine","NCI","17.01e","NCI"
"CDR0000698994","stage IB fallopian tube cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C6270","Stage IB Fallopian Tube Cancer","NCI","17.01e","NCI"
"CDR0000698995","stage IC fallopian tube cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C6271","Stage IC Fallopian Tube Cancer","NCI","17.01e","NCI"
"CDR0000699049","tigecycline","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C72865","Tigecycline","NCI","17.01e","NCI"
"CDR0000699067","omalizumab","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C29299","Omalizumab","NCI","17.01e","NCI"
"CDR0000699088","lymphoma TAA-specific cytotoxic T lymphocytes","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96736","Lymphoma TAA-specific Cytotoxic T Lymphocytes","NCI","17.01e","NCI"
"CDR0000699215","p.DOM-WT1-37 DNA vaccine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96737","p.DOM-WT1-37 DNA Vaccine","NCI","17.01e","NCI"
"CDR0000699216","p.DOM-WT1-126 DNA vaccine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96738","p.DOM-WT1-126 DNA Vaccine","NCI","17.01e","NCI"
"CDR0000699229","ovarian cancer stem cell/hTERT/survivin mRNAs-loaded autologous dendritic cell vaccine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C96739","Ovarian Cancer Stem Cell/hTERT/Survivin mRNAs-loaded Autologous Dendritic Cell Vaccine","NCI","17.01e","NCI"
"CDR0000699257","stage IIA fallopian tube cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C6272","Stage IIA Fallopian Tube Cancer","NCI","17.01e","NCI"
